manufacturer,type,cc,engine,start,end,brand,name,oid,sid,comment
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,INA,张紧器,078109487A,5330037200,正时系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,INA,张紧器,078109487A,5330037200,正时系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,INA,张紧器,078109487A,5330037200,正时系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,INA,张紧器,06C109479A,5330040100,正时系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,INA,张紧器,06C109479A,5330040100,正时系
奥迪 (一汽奥迪),A6L (C6),3.0,BBJ,2005/3/1,2006/12/1,INA,张紧器,06C109479A,5330040100,正时系
东南 (东南汽车),得利卡,2.4,4G64S4M,1997/4/1,2003/8/1,INA,张紧器,MD308587…6,5330044200,正时系
东南 (东南汽车),富利卡,2.0,4G63,2000/3/1,2004/9/1,INA,张紧器,MD308587…6,5330044200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,张紧器,MD308587,5330044200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,张紧器,SMD308587,5330044200,正时系
三菱 (北京吉普),帕杰罗 运动版,3.0,6 G 72,2003/1/1,2006/2/1,INA,张紧器,MD341830,5330047200,正时系
雪铁龙 (东风标致雪铁龙),C5,3.0,/,2010/1/1,-,INA,张紧器,5751.A9,5330062200,附件系
猎豹 (长丰猎豹),帕杰罗,3.8,6 G 75,2004/12/1,-,INA,张紧器,MD362861,5330067200,正时系
猎豹 (长丰猎豹),猎豹,3.0,6 G 72 (24V),1999/1/1,-,INA,张紧器,MD362861,5330067200,正时系
猎豹 (长丰猎豹),猎豹,3.0,6 G 72 (12V),2004/9/1,-,INA,张紧器,MD362861,5330067200,正时系
猎豹 (长丰猎豹),帕杰罗 (V73),3.0,6 G 72 (24V),2004/12/1,-,INA,张紧器,MD362861,5330067200,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,INA,张紧器,059109487C,5330083200,正时系
雪铁龙 (东风标致雪铁龙),C5,3.0,/,2010/1/1,-,INA,张紧器,0823.08,5330088200,正时系
奔驰 (北京奔驰),C-系列 (W204),2.5 (C230),M 272.921,2008/5/1,2009/10/1,INA,张紧器,272 200 0114,5330100100,附件系
奔驰 (北京奔驰),E-系列 (W211),2.5 (E230),M 272.922,2005/11/1,-,INA,张紧器,272 200 0114,5330100100,附件系
奔驰 (北京奔驰),C-系列 (W204),3.0 (C280),M 272.947,2008/3/1,2009/1/1,INA,张紧器,272 200 0114,5330100100,附件系
奔驰 (北京奔驰),E-系列 (W211),3.0 (E280),M 272.943,2005/11/1,-,INA,张紧器,272 200 0114,5330100100,附件系
奔驰 (北京奔驰),E-系列 (W211),3.5 (E350),M 272.964,2005/11/1,-,INA,张紧器,272 200 0114,5330100100,附件系
丰田 (一汽丰田),皇冠,4.3,3UZ-FE,2009/12/1,-,INA,张紧器,13540-50030,5330111100,正时系
丰田 (一汽丰田),陆地巡洋舰,4.7,2UZ-FE,2003/10/1,2007/7/1,INA,张紧器,13540 50030,5330111100,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,INA,张紧器,059145284B,5330112100,附件系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),宝来 HS,1.6,/,2006/10/1,2008/12/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,INA,附件张紧器,038145299A,5340014100,附件系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,INA,附件张紧器,038145299A,5340014100,附件系
丰田 (一汽丰田),卡罗拉,1.8,1ZZ-FE,2004/2/1,2007/5/1,INA,附件张紧器,16601 22011,5340016100,附件系
丰田 (一汽丰田),卡罗拉,1.8,1ZZ-FE,2004/2/1,2007/5/1,INA,附件张紧器,16620 22011,5340016100,附件系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,INA,附件张紧器,5751.61,5340022100,附件系
雪铁龙 (东风标致雪铁龙),C5,2.0,EW10A,2009/1/1,-,INA,附件张紧器,5751.61,5340022100,附件系
雪铁龙 (东风标致雪铁龙),赛纳,2.0,EW10J4,2003/5/1,2005/12/1,INA,附件张紧器,5751.61,5340022100,附件系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,2.0,EW10J4,2002/1/1,2004/12/1,INA,附件张紧器,5751.61,5340022100,附件系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,1.6 8V,TU5JPL4,2002/6/1,-,INA,附件张紧器,5751.52,5340037100,附件系
宝马 (华晨宝马),5 (E60),2.5 (523i),N 52 B 25,2003/3/1,2007/12/1,INA,附件张紧器,11287512758,5340050100,附件系
宝马 (华晨宝马),5 (E60),2.5 (525i),M54256S5,2004/4/1,2006/2/1,INA,附件张紧器,11287512758,5340050100,附件系
宝马 (华晨宝马),5 (E60),3.0 (530i),M 54 B 30,2003/10/1,2005/6/1,INA,附件张紧器,11287512758,5340050100,附件系
大众 (一汽大众),开迪,2.0,/,2005/3/1,2007/12/1,INA,附件张紧器,03G903315A,5340059100,附件系
大众 (上海大众),朗逸,1.4 TSI,CFB,2010/3/1,-,INA,附件张紧器,03C145299Q,5340065100,附件系
大众 (一汽大众),高尔夫,1.6,/,2009/8/1,-,INA,附件张紧器,1JD145299,5340065100,附件系
大众 (一汽大众),高尔夫,1.4 TSI,CFB,2009/8/1,-,INA,附件张紧器,1JD145299,5340065100,附件系
大众 (一汽大众),速腾,1.4 TSI,CFB,2009/9/1,-,INA,附件张紧器,03C145299Q,5340065100,附件系
斯柯达 (上海大众-斯柯达),昊锐,1.4 TSI,CFB,2010/4/1,-,INA,附件张紧器,03C145299AB,5340065100,附件系
斯柯达 (上海大众-斯柯达),明锐,1.4 TSI,CFB,2010/4/1,-,INA,附件张紧器,03C145299AB,5340065100,附件系
奔驰 (北京奔驰),C-系列 (W204),1.8 (C200),M 271.950,2008/3/1,-,INA,附件张紧器,271 200 0270,5340081300,附件系
奔驰 (北京奔驰),E-系列 (W211),1.8 (E200),M 271.941,2005/11/1,-,INA,附件张紧器,271 200 0270,5340081300,附件系
奔驰 (北京奔驰),E-系列 (W211),1.8 (E200),M 271.956,2006/9/1,-,INA,附件张紧器,271 200 0270,5340081300,附件系
别克 (上海通用-别克),GL8 陆尊,2.5,LB8,2005/11/1,2010/11/1,INA,附件张紧器,12563083,5340094100,附件系
别克 (上海通用-别克),君威 I,2.5,LB8,2002/12/1,2008/12/1,INA,附件张紧器,12563083,5340094100,附件系
别克 (上海通用-别克),GL8 陆尊,3.0,LW9,2005/7/1,2006/5/1,INA,附件张紧器,12563083,5340094100,附件系
别克 (上海通用-别克),君威 I,3.0,LW9,2002/10/1,2006/5/1,INA,附件张紧器,12563083,5340094100,附件系
雪佛兰 (上海通用-雪佛兰),开拓者,3.0,LW9,2002/1/1,2004/2/1,INA,附件张紧器,12563084,5340095100,附件系
奥迪 (一汽奥迪),200,2.4,AFM,1998/9/1,1999/9/1,INA,附件张紧器,078903133T,5340116200,附件系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,INA,附件张紧器,078903133AB,5340116200,附件系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,INA,附件张紧器,078903133AB,5340116200,附件系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,INA,附件张紧器,078903133AB,5340116200,附件系
奥迪 (一汽奥迪),200,2.6,ACZ,1995/11/1,1999/9/1,INA,附件张紧器,078903133T,5340116200,附件系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,INA,附件张紧器,078903133AB,5340116200,附件系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,INA,附件张紧器,078903133AB,5340116200,附件系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,INA,附件张紧器,078903133AB,5340116200,附件系
别克 (上海通用-别克),凯越,1.8,T18SED,2003/8/1,2008/5/1,INA,附件张紧器,96459042,5340118200,附件系
别克 (上海通用-别克),君威 I,2.0,L34,2003/2/1,2008/12/1,INA,附件张紧器,90502129,5340118200,附件系
雪佛兰 (上海通用-雪佛兰),赛欧,1.6,L01,2005/2/1,2007/12/1,INA,附件张紧器,24412292,5340118200,附件系
雪佛兰 (上海通用-雪佛兰),科帕奇,2.4,LE5,2007/8/1,-,INA,附件张紧器,96435138,5340118200,附件系
雪佛兰 (上海通用-雪佛兰),景程,2.0,L34,2006/4/1,2009/9/1,INA,附件张紧器,96459042,5340118200,附件系
雪佛兰 (上海通用-雪佛兰),景程,2.0,T20SED,2006/4/1,2009/9/1,INA,附件张紧器,96459042,5340118200,附件系
大众 (上海大众),波罗,1.4,BCC,37257,38777,INA,附件张紧器,030145299F,5340123200,附件系
别克 (上海通用-别克),君越,2.4,LE5,2006/3/1,2009/7/1,INA,附件张紧器,24430296,5340124300,附件系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,附件张紧器,06B903133,5340127300,附件系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,INA,附件张紧器,06B903133,5340127300,附件系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,附件张紧器,06B903133,5340127300,附件系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,INA,附件张紧器,06B903133,5340127300,附件系
奥迪 (一汽奥迪),A6L (C6),2.0 T,BWE,-,-,INA,附件张紧器,06B903133E,5340127300,附件系
福特 (长安福特马自达),麦柯斯,2.3,/,2007/1/1,-,INA,附件张紧器,1371224,5340128200,附件系
福特 (长安福特马自达),蒙迪欧,2.3,/,2007/9/1,-,INA,附件张紧器,1371224,5340128200,附件系
福特 (长安福特马自达),蒙迪欧,2.0,LF-DE,2003/5/1,-,INA,附件张紧器,1127103,5340128200,附件系
福特 (长安福特马自达),蒙迪欧,2.0,LF-DE,2003/5/1,-,INA,附件张紧器,1306666,5340128200,附件系
福特 (长安福特马自达),蒙迪欧,2.0,LF-DE,2007/9/1,-,INA,附件张紧器,1371224,5340128200,附件系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,INA,附件张紧器,038903315F,5340132300,附件系
大众 (一汽大众),捷达,1.9 TDI,ALH,1998/8/1,2000/4/1,INA,附件张紧器,038903315K,5340140300,附件系
别克 (上海通用-别克),英朗 XT,1.6,LDE,2010/1/1,-,INA,附件张紧器,55563512,5340147100,附件系
别克 (上海通用-别克),君威 II,1.6 T,/,2009/9/1,-,INA,附件张紧器,55563512,5340147100,附件系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.6,LDE,2009/4/1,-,INA,附件张紧器,55563512,5340147100,附件系
雪佛兰 (上海通用-雪佛兰),乐骋,1.6,/,2011/5/1,-,INA,附件张紧器,55563512,5340147100,附件系
雪佛兰 (上海通用-雪佛兰),景程,1.8,2H0,2009/10/1,-,INA,附件张紧器,55563512,5340147100,附件系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.8,2H0,2009/4/1,-,INA,附件张紧器,55563512,5340147100,附件系
雪佛兰 (上海通用-雪佛兰),科鲁兹,1.6 T,/,2010/11/1,-,INA,附件张紧器,55563512,5340147100,附件系
大众 (上海大众),高尔,1.6,BHJ,2003/12/1,2005/2/1,INA,附件张紧器,377145299,5340165100,附件系
大众 (上海大众),高尔,1.6,BHJ,2003/12/1,2005/2/1,INA,附件张紧器,377260299,5340166100,附件系
荣威 (上汽荣威),550,1.8 T,18K4G,2008/6/1,-,INA,附件张紧器,PQG100180,5340168100,附件系
荣威 (上汽荣威),750,1.8 T,/,2008/3/1,-,INA,附件张紧器,PQG100180,5340168100,附件系
奥迪 (一汽奥迪),A4 (B6),3.0,BBJ,2003/2/1,2005/7/1,INA,附件张紧器,06C903133B,5340175100,附件系
奥迪 (一汽奥迪),A4 (B7),3.0,BBJ,2005/7/1,2008/9/1,INA,附件张紧器,06C903133B,5340175100,附件系
宝马 (华晨宝马),3 (E46),2.0 (318i),N46B20CA,2004/6/1,2005/6/1,INA,附件张紧器,11287524267,5340177100,附件系
宝马 (华晨宝马),3 (E90),2.0 (320i),N 46 B 20,2005/1/1,2007/12/1,INA,附件张紧器,11287524267,5340177100,附件系
标致 (东风标致雪铁龙),206,1.4,TU3AF,2006/7/1,2009/2/1,INA,附件张紧器,5751.C8,5340179100,附件系
标致 (东风标致雪铁龙),206,1.6,TU5JP4,2006/1/1,2009/2/1,INA,附件张紧器,5751.C8,5340179100,附件系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,INA,附件张紧器,06F903315,5340186100,附件系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,INA,附件张紧器,06F903315,5340186100,附件系
本田 (广汽本田),雅阁 VII,3.0,J30A4,37622,39417,INA,附件张紧器,31170-RCA-A01,5340219100,附件系
别克 (上海通用-别克),君越,3.0,LZD,2006/3/1,2009/7/1,INA,附件张紧器,12603527,5340232100,附件系
本田 (广汽本田),雅阁 VI,3.0,J30A1,2000/6/1,2002/12/1,INA,附件张紧器,31170-PXK-J01,5340234100,附件系
现代 (北京现代),索纳塔,2.5,G6BW,2002/12/1,2007/7/1,INA,附件张紧器,25281 37120,5340247100,附件系
现代 (北京现代),索纳塔,2.7,G6BA,2002/12/1,2007/7/1,INA,附件张紧器,25281 37120,5340247100,附件系
现代 (北京现代),途胜,2.7,G6BA,2005/5/1,-,INA,附件张紧器,25281 37120,5340247100,附件系
福特 (长安福特马自达),福克斯,1.8,L8-DE,2006/8/1,-,INA,附件张紧器,1364542,5340249100,附件系
福特 (长安福特马自达),福克斯,2.0,LF-DE,2006/8/1,-,INA,附件张紧器,1364542,5340249100,附件系
标致 (东风标致雪铁龙),307,1.6,TU5JP4,2004/8/1,-,INA,附件张紧器,5751.C3,5340250100,附件系
本田 (东风本田),思域,1.8,R18A1,2006/4/1,-,INA,附件张紧器,31170-RNA-A02,5340251100,附件系
宝马 (华晨宝马),3 (E90),2.5 (325i),N 52 B 25,2005/6/1,2012/9/1,INA,附件张紧器,11287530314,5340252100,附件系
宝马 (华晨宝马),5 (E60),2.5 (523Li),N 52 B 25,2006/11/1,2010/8/1,INA,附件张紧器,11287530314,5340252100,附件系
宝马 (华晨宝马),5 (E60),2.5 (525Li),/,2007/1/1,2010/4/1,INA,附件张紧器,11287530314,5340252100,附件系
宝马 (华晨宝马),5 (E60),3.0 (530Li),N 52 B 30 BF,2007/3/1,2010/5/1,INA,附件张紧器,11287530314,5340252100,附件系
菲亚特 (南京菲亚特),派力奥,1.5,178 E5.022,2002/1/1,-,INA,附件张紧器,0046798684,5340254100,附件系
菲亚特 (南京菲亚特),西耶那,1.5,178 E5.022,2003/1/1,-,INA,附件张紧器,0046798684,5340254100,附件系
本田 (东风本田),CR-V思威,2.4,K24A1,2004/6/1,2007/2/1,INA,附件张紧器,31170-RAA-A02,5340261100,附件系
本田 (东风本田),CR-V思威,2.4,K24Z1,2007/3/1,2010/12/1,INA,附件张紧器,31170-RAA-A02,5340261100,附件系
本田 (东风本田),CR-V思威,2.0,K20A4,2004/6/1,2007/2/1,INA,附件张紧器,31170-RAA-A02,5340261100,附件系
本田 (东风本田),CR-V思威,2.4,K24A1,2007/3/1,-,INA,附件张紧器,31170-RAA-A02,5340261100,附件系
本田 (东风本田),CR-V思威,2.4,K24Z1,2007/3/1,-,INA,附件张紧器,31170-RAA-A02,5340261100,附件系
本田 (广汽本田),奥德赛,2.4,K24A6,2005/3/1,2009/8/1,INA,附件张紧器,31170-RFE-006,5340261100,附件系
本田 (广汽本田),奥德赛,2.4,K24Z2,2009/8/1,-,INA,附件张紧器,31170-RFE-006,5340261100,附件系
本田 (广汽本田),雅阁 VII,2.4,K24A8,2003/1/1,2007/12/1,INA,附件张紧器,31170-PNA-023,5340261100,附件系
本田 (广汽本田),雅阁 VII,2.4,K24A4,2003/1/1,2007/12/1,INA,附件张紧器,31170-RAA-A01,5340261100,附件系
本田 (广汽本田),雅阁 VIII,2.4,K24Z2,2008/1/1,-,INA,附件张紧器,31170-RAA-A02,5340261100,附件系
本田 (广汽本田),雅阁,2.0,K20A7,2007/10/1,-,INA,附件张紧器,31170-RAA-A01,5340261100,附件系
本田 (广汽本田),雅阁 VI,2.0,K20A7,1999/10/1,2002/12/1,INA,附件张紧器,31170-RAA-A01,5340261100,附件系
本田 (广汽本田),雅阁 VII,2.0,K20A7,2003/1/1,2007/12/1,INA,附件张紧器,31170-RAA-A01,5340261100,附件系
荣威 (上汽荣威),750,2.5,25K4F,2007/1/1,-,INA,附件张紧器,PQG100142,5340270100,附件系
三菱 (北京奔驰),欧蓝德,2.4,4 G 64,2006/7/1,-,INA,附件张紧器,SMN149179,5340285100,附件系
马自达 (长安福特马自达),3,1.6,B6,2006/2/1,-,INA,附件张紧器,ZJ01-15-980D,5340287100,附件系
吉利,远景,1.8,JL4G18,2006/8/1,-,INA,附件张紧器,1136000.149,5340289100,附件系
别克 (上海通用-别克),凯越,1.6,F16D3D,2003/8/1,2008/5/1,INA,附件张紧器,96349976,5340290100,附件系
别克 (上海通用-别克),凯越HRV,1.6,F16D3D,2004/10/1,-,INA,附件张紧器,96349976,5340290100,附件系
别克 (上海通用-别克),凯越HRV,1.6,F16D3D,2004/10/1,-,INA,附件张紧器,5493223,5340290100,附件系
雪佛兰 (上海通用-雪佛兰),乐骋,1.4,L95,2005/7/1,2010/5/1,INA,附件张紧器,5493223,5340290100,附件系
雪佛兰 (上海通用-雪佛兰),乐风,1.4,L95,2006/3/1,2011/7/1,INA,附件张紧器,5493223,5340290100,附件系
雪佛兰 (上海通用-雪佛兰),乐风,1.6,F16D3D,2006/3/1,2011/3/1,INA,附件张紧器,5493223,5340290100,附件系
马自达 (长安福特马自达),3,2.0,LF-DE,2006/2/1,-,INA,附件张紧器,L37215980,5340293100,附件系
本田 (东风本田),思域,1.3,/,2009/1/1,-,INA,附件张紧器,31170-RWK-025,5340316100,附件系
本田 (东风本田),思域,1.8,R18A1,2006/4/1,-,INA,附件张紧器,31170-RWK-025,5340316100,附件系
本田 (东风本田),CR-V思威,2.0,R20A1,2007/3/1,2010/2/1,INA,附件张紧器,31170-RZP-G01,5340316100,附件系
本田 (东风本田),CR-V思威,2.0,K20A4,2010/2/1,-,INA,附件张紧器,31170-RZP-G01,5340316100,附件系
本田 (广汽本田),思迪,1.8,R18A1,2008/12/1,-,INA,附件张紧器,31170-RWK-025,5340316100,附件系
本田 (广汽本田),雅阁 VIII,2.0,R20A3,2008/3/1,-,INA,附件张紧器,31170-RZP-G01,5340316100,附件系
别克 (上海通用-别克),君越,2.4,LE5,2006/3/1,2009/7/1,INA,附件张紧器,12585551,5340322100,附件系
马自达 (一汽马自达),6,2.3,L3X,2003/4/1,-,INA,附件张紧器,LF17-15-980A,5340326100,附件系
马自达 (一汽马自达),6,2.3,L3X,2003/4/1,-,INA,附件张紧器,LF17-15-980D,5340326100,附件系
马自达 (一汽马自达),6,2.3,L3X,2003/4/1,-,INA,附件张紧器,LFG1-15-980B,5340326100,附件系
马自达 (一汽马自达),6,2.0,LFX,2003/4/1,-,INA,附件张紧器,LF17-15-980A,5340326100,附件系
马自达 (一汽马自达),6,2.0,LFX,2003/4/1,-,INA,附件张紧器,LF17-15-980D,5340326100,附件系
马自达 (一汽马自达),6,2.0,LFX,2003/4/1,-,INA,附件张紧器,LFG1-15-980B,5340326100,附件系
马自达 (一汽马自达),6,2.0,LFD,2003/4/1,-,INA,附件张紧器,LF17-15-980A,5340326100,附件系
马自达 (一汽马自达),6,2.0,LFD,2003/4/1,-,INA,附件张紧器,LFG1-15-980B,5340326100,附件系
马自达 (一汽马自达),6,2.0,LFX,2003/7/1,-,INA,附件张紧器,LF17-15-980D,5340326100,附件系
奥迪 (一汽奥迪),A4L (B8),2.0 TFSI,CDZ,2007/12/1,2008/9/1,INA,附件张紧器,06H903133F,5340333100,附件系
奥迪 (一汽奥迪),Q5,2.0 TFSI,CADA,2010/3/1,-,INA,附件张紧器,06H903133F,5340333100,附件系
丰田 (广汽丰田),汉兰达,3.5,2GR-FE,2009/5/1,-,INA,附件张紧器,16620 31040,5340348100,附件系
丰田 (一汽丰田),皇冠,2.5,5GR-FE,2005/2/1,-,INA,附件张紧器,16620 31021,5340348100,附件系
丰田 (一汽丰田),锐志,2.5,5GR-FE,2005/10/1,2010/9/1,INA,附件张紧器,16620 31021,5340348100,附件系
丰田 (一汽丰田),皇冠,3.0,3GR-FE,2005/2/1,-,INA,附件张紧器,16620 31021,5340348100,附件系
丰田 (一汽丰田),锐志,3.0,3GR-FE,2005/10/1,2010/9/1,INA,附件张紧器,16620 31021,5340348100,附件系
丰田 (一汽丰田),陆地巡洋舰,4.7,2UZ-FE,2003/10/1,2007/7/1,INA,附件张紧器,16620 0W100,5340350100,附件系
奥迪 (一汽奥迪),A6L (C6),2.7 TDI,CANA,2009/8/1,2011/12/1,INA,附件张紧器,059145201F,5340356100,附件系
丰田 (广汽丰田),FJ 酷路泽,4.0,1GR-FE,2009/11/1,-,INA,附件张紧器,16620-31051,5340357100,附件系
丰田 (一汽丰田),兰德酷路泽,4.0,1GR-FE,2007/12/1,-,INA,附件张紧器,16620 31012,5340357100,附件系
丰田 (一汽丰田),普拉多,4.0,1GR-FE,2003/10/1,2010/6/1,INA,附件张紧器,16620 31012,5340357100,附件系
日产 (东风日产),奇骏,2.5,QR25,2008/11/1,-,INA,附件张紧器,11955 JA00C,5340359100,附件系
日产 (东风日产),天籁,2.0,QR 20 DE,2006/4/1,2008/6/1,INA,附件张紧器,11955 6N20B,5340359100,附件系
标致 (东风标致雪铁龙),307,2.0,EW10J4,2004/8/1,2006/5/1,INA,附件张紧器,5751.C0,5340362100,附件系
雪铁龙 (东风标致雪铁龙),C5,2.0,EW10A,2009/1/1,-,INA,附件张紧器,5751.C0,5340362100,附件系
雪铁龙 (东风标致雪铁龙),凯旋,2.0,EW10A,2006/5/1,-,INA,附件张紧器,5751.C0,5340362100,附件系
大众 (上海大众),波罗,1.6,BCD,2002/1/1,2006/1/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (上海大众),朗逸,2.0,CEN,2008/4/1,-,INA,附件张紧器,06A903315M,5340363100,附件系
大众 (上海大众),途安,2.0,/,2004/11/1,2008/1/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,1.6,BWH,2008/11/1,-,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,INA,附件张紧器,06A903315G,5340363100,附件系
大众 (一汽大众),捷达,1.6,ATK,1999/10/1,2000/4/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),捷达,1.6,ATK,1999/10/1,2000/4/1,INA,附件张紧器,06A903315G,5340363100,附件系
大众 (一汽大众),捷达,1.6,BJG,2004/10/1,-,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),捷达,1.6,BJG,2004/10/1,-,INA,附件张紧器,06A903315G,5340363100,附件系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,附件张紧器,06A903315G,5340363100,附件系
大众 (一汽大众),开迪,1.6,BRY,2005/3/1,2007/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),速腾,1.6,BWH,2006/2/1,-,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,1.9 TDI,ATD,2004/3/1,2006/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),高尔夫,1.9 TDI,AGR,2001/5/1,-,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),宝来,2.0,CEN,2008/11/1,2010/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,INA,附件张紧器,06A903315E,5340363100,附件系
大众 (一汽大众),迈腾,2.0,BJZ,2007/3/1,2008/5/1,INA,附件张紧器,06A903315E,5340363100,附件系
